chrom	end	start	seq-name	score	strand	thickStart	thickEnd	itemRgb	blockCount	blockSizes	blockStarts	blockSize-sums	TU.#-iso.#	TU.#-iso.#-count
Ad5	4056	5825	2cd6c2a2-0a33-4220-9d20-495acd398795	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	2cece799-be3e-4b49-b22f-5e43e810d93e	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	93f145b2-3cf8-449c-bb01-455258e2b20d	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	d98a8a98-5073-4aa1-b2c0-23a34f82f424	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	8bafbcf0-d0d7-438e-b1a6-9a3c99e85d04	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	a3547464-1827-4987-9bfa-30c89b66ba8b	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	5812457f-ed36-49c2-847d-ad8e26530f0a	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	64954fd5-64e7-4a3f-900a-dea67dad9a1d	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	8f5108ee-50af-47e8-ae0a-07aa4d615dd3	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	e72a9518-0b81-49d0-a79b-494d982a1953	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	67327dd4-646c-4ce6-bb1e-5e671a2da9c4	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	50b07196-8eed-4ed5-af62-01bff686f08e	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	a7a8e709-ddba-478b-82ed-81c0869b3af4	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	37d0e16f-9d70-4086-bf6a-6ee72596278c	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	96277f2e-f16a-4ed5-add1-2413b26150f7	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	c70bf64c-551f-4e91-a57f-dd3ed7111982	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	86bafe6c-7918-4bdb-a79f-664235b22792	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	b8f2e9f9-6d3e-4c2c-9497-86070a3a6b1a	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	5d4877bb-f2d2-4aac-be08-cda732fbc541	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	d46633ba-099d-44b7-8458-2b6670b5653e	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	9d07fb88-7729-4a70-8159-dc4a74ac2688	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	baca8a1b-2f9c-4913-b855-d63621227112	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	69f8430c-3eba-4cae-a563-3198b7a9fd02	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	971be043-2ea9-4d07-85d0-9f4c3b1e872d	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	6c426a6b-47e3-4eed-b8a3-1bff09328d00	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	369f875b-f627-4ee4-8dec-a8eca7f661e9	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	65722766-96f8-49e0-ac67-94f5d343b3ed	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	a0ed504a-0e80-47ef-9cf3-50c854c5d54f	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	60440a75-3e9d-4ab9-ab3d-c07b57d0158a	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	b490f0bd-3524-464e-8220-e58d838ce3d9	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	f764d021-96ba-416a-995c-27658b10cc92	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	ed9ccfad-6acc-48d6-beba-9fffd356d4c8	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	e108b42f-079b-4fad-a27a-2048df79d4a6	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	3de82175-f8c0-4b2e-9029-7cbbfabf3e32	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	61994ee9-ffc6-4e9a-a8b9-fac676a8d266	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	bb965340-9612-4c8c-8e69-1391fd15e174	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	56ae7af6-8d68-49c9-9ea4-22ac6e37b095	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	66e45442-f92d-4832-8ce9-e57c0b2c54cd	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	b8d1cb05-fdcf-499e-a9d9-e699567b15ea	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	171e49df-3570-4435-a46a-f29f3b0bf518	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	d5aa9784-1772-42b2-9237-f3da29b87107	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	177c30e8-ca1a-4855-9ec9-850a3d0eeada	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	47405de6-2287-4224-8834-0d41b58d1694	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	85c53a57-e303-4a88-8629-104795745825	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	3f274aea-735e-44a0-88ba-74eb45345718	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	7925f01d-84e2-4d74-b9d7-d483147ddd2e	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	184f0b30-3fb7-44c7-ae77-fb76d816ca2a	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	00c293e1-93a8-4e58-83d3-6c8a4a4233e5	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	d028498a-401c-4c0b-9a59-bc70d123ed95	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	2db27a48-43b2-4283-b307-57206293c43f	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	e5525efc-8ade-4ad9-968f-5cf4ad52b964	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	268a0e87-b4b8-4378-b867-f106875b7290	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	d68dd52d-1049-443d-8114-04372db5cfbe	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	96bf0f1a-c1ce-4e47-bd05-327766183811	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	a645633d-6217-4744-bc0e-715f849b1a4d	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	24bfdf0e-74ae-4427-afa0-2d1b6296ff00	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	8da3b6c2-e0c4-4653-9812-9a38d9a28743	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	deb428d6-2bdf-487b-9ddc-fa3122e3f8e8	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	e52c809e-b926-4c0f-863c-78f2bce643d5	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	6892ff5e-bdc3-458e-85f2-c8f213fd9830	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	86e90501-b1b0-4f42-977f-eff9c639bf07	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	ee548c52-a6d9-49a2-a4cb-de8b8033bdde	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	e86206ca-2e95-4b8b-b832-1effa1e4b45a	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	19ccc22f-3a54-4b3c-8815-8890685258fe	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	18e6bf02-2bab-4f74-81c8-5f0083908b5c	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	39c02c60-46e5-47a5-8cf3-287aca15e437	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	cee7e49c-2498-4793-a113-f30fcf9326a9	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	acc7d0e8-b68c-40b8-a1b8-f3df4fdaf44f	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	5bc56a44-5837-40c7-934b-8c060f1e21d1	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	e46bf284-8fc4-4f7d-9540-22f4785bc7e7	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	49b60167-305b-4c58-92f9-d3efebabfdf8	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	30a75705-c300-498e-b8aa-4af919f0821e	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	a02d4c4b-4414-4c29-b7a5-d8e69eb5711c	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	a223d9fe-da72-43ff-aee4-e9a80a7d8260	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	a49711cc-d684-47b1-bc20-a7fef5632938	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	3040f150-6da4-4326-9d22-161509eb4b2b	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	87f77fc2-bab0-4bd8-8a12-931e07bd939c	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	4002bcd4-33a5-48ea-8faf-845960f9e3f8	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	6d978e6a-979e-4427-b04e-daacb2e31f5e	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	21452751-22ce-4251-9ce7-de4608cc3e08	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	d69d7e36-34de-46fc-9c73-234885738a60	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	045f43ed-6860-4303-bbaa-386f1f31ae2f	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	efcd7c1f-0a52-43a9-9570-ca4f16a71505	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	07091a67-0fb7-4c72-a2db-a30ef52c1b4b	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	d23afdb4-e0f0-4a13-9c64-a1cd9145ee04	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	d065aa98-83cc-4ff4-8f78-66d95c06e112	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	04038775-5e5f-4a88-a778-b0975d8306f6	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	c4cd7542-dcff-44f1-83a9-30d72694defa	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	a87dd3e9-3c9b-4627-96fd-ab3fca50d6d6	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	c20ed338-629b-49e2-a0f1-9605042af94d	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	8e164d68-e015-4b9f-b6aa-0adbfa5fb04f	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	e96e9553-4a0a-4f21-99a2-76847922c92c	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	aaeae472-5ef6-48c0-ba1c-16521009cde3	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	3d38880f-2942-4d0b-9379-0d53fc5a6ed6	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	7d33b73a-c11c-49e5-8075-4e79ef68a10c	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	d060aabd-e878-4536-aa96-f4876f6f54c5	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	2863636f-524a-4e90-992e-2475dc7f4892	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	514cec8f-2908-413d-9449-5d340639f231	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	e4ec01e5-4f54-421b-9cf8-20fb2684dd2d	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	512d6913-060f-4ac4-a323-dfb17081ea22	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	6127440c-16fe-4c86-9b47-54cfcbe9a5d1	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	c091ac40-f564-4724-8991-8abd1f2cbb6c	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	9ba90343-6003-44e0-b1a1-c5b13057e27e	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	fa42ee49-2fc3-4332-8acb-b59334030578	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	20687257-91de-4eb5-b5d4-eca3b8b11669	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	1dbabba8-5ead-4560-a3ec-1831342eb035	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	e643f6e8-0f64-436d-8d9d-433f2d10399c	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	8feeac18-0041-4c19-9fc0-124b3bd47c9a	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	c8be9325-a80d-4448-8ee2-bb1007f9fa07	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	052e343b-59ad-43b2-898d-d5174d38f8fb	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	81264746-fc4a-4911-8f5b-734b2005a241	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	8e7bafe1-9a3e-47f0-95ee-77737e09f915	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	fcf85123-d745-4c71-b0c7-ed15398d740a	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	19c2afe8-b3d4-4a91-968b-ac282de5e12c	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	2b99265b-7aef-476d-918f-a0d4a1c3d294	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	946fbc0b-5688-40de-a0b1-a5b52f555500	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	a9441033-0faa-4c90-8535-18d709455a7f	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	3d6e1d29-f0fd-44b6-be29-f7ba784981ab	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	8bed1d0b-fda6-417d-ac3f-f1853ab20cdf	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	59cb2c78-5c4c-4cc6-a0d4-f0fd63a6755a	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	d9571808-73d6-4635-aa43-cb0c486aebf2	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	cea293ee-d9b3-4a0a-b00a-70568e4ada16	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	51f87b39-aa39-4d1b-b6ef-710fa63ea437	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	4a632bdb-c5a4-4f96-89ca-00a5e524570f	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
