chrom	start	end	seq-name	score	strand	thickStart	thickEnd	itemRgb	blockCount	blockSizes	blockStarts	blockSize-sums	TU.#-iso.#	TU.#-iso.#-count
Ad5	27579	30876	60120529-08f9-47c7-a5ee-18f343ad9d77	60	+	27579	30876	255,0,0	3	360,1513,138	0,719,3159	2011	TU.1-iso.3	3
Ad5	27579	30876	65156fb8-4060-4518-a79a-ae71b8e111e3	60	+	27579	30876	255,0,0	3	360,1546,105	0,719,3192	2011	TU.1-iso.3	3
Ad5	27579	30876	ac5d3a9b-2216-41a3-b768-58a67a0810ef	60	+	27579	30876	255,0,0	3	360,1513,138	0,719,3159	2011	TU.1-iso.3	3
Ad5	27579	30876	8b7c5b77-7269-458b-99d6-96c12a49f9a2	60	+	27579	30876	255,0,0	3	360,1533,138	0,719,3159	2031	TU.1-iso.4	17
Ad5	27579	30876	4f520e87-2ca9-4a81-962b-0f30dd3f9322	60	+	27579	30876	255,0,0	3	360,1551,138	0,719,3159	2049	TU.1-iso.4	17
Ad5	27579	30876	c329c395-da39-4dab-bab3-71661878225d	60	+	27579	30876	255,0,0	3	360,1546,129	0,719,3168	2035	TU.1-iso.4	17
Ad5	27579	30876	0a496995-6f99-439c-bdf0-ee37e59f3324	60	+	27579	30876	255,0,0	3	360,1570,105	0,719,3192	2035	TU.1-iso.4	17
Ad5	27579	30876	adc92113-28d2-4958-8895-344600fa6604	60	+	27579	30876	255,0,0	3	360,1551,138	0,719,3159	2049	TU.1-iso.4	17
Ad5	27579	30876	ff332079-717d-4420-af1b-e57ca4e64e5b	60	+	27579	30876	255,0,0	3	360,1537,138	0,719,3159	2035	TU.1-iso.4	17
Ad5	27579	30876	a5111c13-881b-46dd-aede-ea3777f687d9	60	+	27579	30876	255,0,0	3	360,1533,138	0,719,3159	2031	TU.1-iso.4	17
Ad5	27579	30876	a063062d-1414-4bf3-8866-1d7ad97c249a	60	+	27579	30876	255,0,0	3	360,1546,138	0,719,3159	2044	TU.1-iso.4	17
Ad5	27579	30876	918afeb6-0e5b-4e11-85ba-7fa4d412ab69	60	+	27579	30876	255,0,0	3	360,1551,138	0,719,3159	2049	TU.1-iso.4	17
Ad5	27579	30876	658fd609-9f8d-4b26-bc69-d8154a6a5a12	60	+	27579	30876	255,0,0	3	360,1533,138	0,719,3159	2031	TU.1-iso.4	17
Ad5	27579	30876	2f52ddcc-9c87-4e90-a5d7-cfb47fc209c7	60	+	27579	30876	255,0,0	3	360,1551,138	0,719,3159	2049	TU.1-iso.4	17
Ad5	27579	30876	cc56d908-08bf-4035-8a49-12c23d441627	60	+	27579	30876	255,0,0	3	360,1533,138	0,719,3159	2031	TU.1-iso.4	17
Ad5	27579	30876	c6b7995f-2c85-4724-b011-5f58393340ab	60	+	27579	30876	255,0,0	3	360,1570,114	0,719,3183	2044	TU.1-iso.4	17
Ad5	27579	30876	9cc7e819-fae1-4e98-a0e5-6e3ba90989f8	60	+	27579	30876	255,0,0	3	360,1570,114	0,719,3183	2044	TU.1-iso.4	17
Ad5	27579	30876	c07c2025-cded-418f-847a-cd6b9af021a4	60	+	27579	30876	255,0,0	3	360,1546,138	0,719,3159	2044	TU.1-iso.4	17
Ad5	27579	30876	a1fc6dc0-09b7-406b-9851-0d2a2a6fc671	60	+	27579	30876	255,0,0	3	360,1574,110	0,719,3187	2044	TU.1-iso.4	17
Ad5	27579	30876	bbb9258e-7f1d-4646-ab64-764d08c9f395	60	+	27579	30876	255,0,0	3	360,1546,129	0,719,3168	2035	TU.1-iso.4	17
Ad5	27579	30876	3a9177d1-61a9-4dc4-982e-f5a6a5429bea	60	+	27579	30876	255,0,0	3	360,1565,138	0,719,3159	2063	TU.1-iso.5	28
Ad5	27579	30876	dd8308c4-40e4-4b60-a02d-ff187ac27160	60	+	27579	30876	255,0,0	3	360,1570,138	0,719,3159	2068	TU.1-iso.5	28
Ad5	27579	30876	9ff934a2-a880-430f-a9b0-bc21de62c451	60	+	27579	30876	255,0,0	3	360,1600,113	0,719,3184	2073	TU.1-iso.5	28
Ad5	27579	30876	226eaac3-bebe-4786-84a7-c945e963963f	60	+	27579	30876	255,0,0	3	360,1570,138	0,719,3159	2068	TU.1-iso.5	28
Ad5	27579	30876	bd822955-dc2d-4a4d-bd08-06e5cd5ef8aa	60	+	27579	30876	255,0,0	3	360,1596,105	0,719,3192	2061	TU.1-iso.5	28
Ad5	27579	30876	cef693ac-e265-47ab-a963-b4d056054683	60	+	27579	30876	255,0,0	3	360,1570,138	0,719,3159	2068	TU.1-iso.5	28
Ad5	27579	30876	1605f27f-5f9f-4941-ad84-1613dfbbde4c	60	+	27579	30876	255,0,0	3	360,1570,138	0,719,3159	2068	TU.1-iso.5	28
Ad5	27579	30876	faa3085d-00d3-4501-bf20-fc5ad46c4c92	60	+	27579	30876	255,0,0	3	360,1565,138	0,719,3159	2063	TU.1-iso.5	28
Ad5	27579	30876	a529bc1e-1322-488a-bd72-cf0f7a18371f	60	+	27579	30876	255,0,0	3	360,1570,138	0,719,3159	2068	TU.1-iso.5	28
Ad5	27579	30876	547a2818-de3b-44e5-8d7b-fa9870032b92	60	+	27579	30876	255,0,0	3	360,1565,138	0,719,3159	2063	TU.1-iso.5	28
Ad5	27579	30876	1aa3f509-8503-4624-918c-e1c0fe841b64	60	+	27579	30876	255,0,0	3	360,1565,138	0,719,3159	2063	TU.1-iso.5	28
Ad5	27579	30876	aa74d53e-8042-46cb-8b97-49f223f973cc	60	+	27579	30876	255,0,0	3	360,1596,105	0,719,3192	2061	TU.1-iso.5	28
Ad5	27579	30876	f1a22690-a57e-40a7-9b8f-638b13cbce2a	60	+	27579	30876	255,0,0	3	360,1570,138	0,719,3159	2068	TU.1-iso.5	28
Ad5	27579	30876	62c72851-7d8a-4ba6-82a2-dcfe685e30bc	60	+	27579	30876	255,0,0	3	360,1570,138	0,719,3159	2068	TU.1-iso.5	28
Ad5	27579	30876	52ba08c3-7b33-47c7-9220-c8e2a84ff67c	60	+	27579	30876	255,0,0	3	360,1565,138	0,719,3159	2063	TU.1-iso.5	28
Ad5	27579	30876	3390145c-3a71-44ff-b6d8-54f23a6567b4	60	+	27579	30876	255,0,0	3	360,1574,138	0,719,3159	2072	TU.1-iso.5	28
Ad5	27579	30876	3816c150-e1ce-4992-b997-09cd31494b04	60	+	27579	30876	255,0,0	3	360,1584,129	0,719,3168	2073	TU.1-iso.5	28
Ad5	27579	30876	5aa7cd96-6a0d-4c09-a4f1-22a2dedb9389	60	+	27579	30876	255,0,0	3	360,1565,138	0,719,3159	2063	TU.1-iso.5	28
Ad5	27579	30876	f243ad03-7d56-44ab-8dc7-d4f6d743686b	60	+	27579	30876	255,0,0	3	360,1565,138	0,719,3159	2063	TU.1-iso.5	28
Ad5	27579	30876	74b96625-c101-4ef8-bfc8-962b6ff7c1f5	60	+	27579	30876	255,0,0	3	360,1570,138	0,719,3159	2068	TU.1-iso.5	28
Ad5	27579	30876	7edcce09-0204-405a-a7e8-45053be88e71	60	+	27579	30876	255,0,0	3	360,1570,138	0,719,3159	2068	TU.1-iso.5	28
Ad5	27579	30876	3ab89037-a256-4c8f-a00c-d172796d05c4	60	+	27579	30876	255,0,0	3	360,1574,138	0,719,3159	2072	TU.1-iso.5	28
Ad5	27579	30876	4c84f6f3-000c-42d8-8302-b49abb54e3a2	60	+	27579	30876	255,0,0	3	360,1565,138	0,719,3159	2063	TU.1-iso.5	28
Ad5	27579	30876	ce75f716-9728-4597-8e98-78a70c1ca5c2	60	+	27579	30876	255,0,0	3	360,1570,138	0,719,3159	2068	TU.1-iso.5	28
Ad5	27579	30876	496bee3c-ebf5-4660-aa42-a9120bf4b87d	60	+	27579	30876	255,0,0	3	360,1584,129	0,719,3168	2073	TU.1-iso.5	28
Ad5	27579	30876	972230e6-91c1-4cf3-a73b-96f2112c86b3	60	+	27579	30876	255,0,0	3	360,1574,129	0,719,3168	2063	TU.1-iso.5	28
Ad5	27579	30876	4dca92b9-f9b3-4744-8b94-c37cce5601da	60	+	27579	30876	255,0,0	3	360,1574,138	0,719,3159	2072	TU.1-iso.5	28
Ad5	27579	30876	0ed0c395-50fd-4a49-af2e-80fda690f6fd	60	+	27579	30876	255,0,0	3	360,1596,105	0,719,3192	2061	TU.1-iso.5	28
Ad5	27579	30876	e6719aed-85a8-41c5-bae3-b79b5beef714	60	+	27579	30876	255,0,0	3	360,1611,129	0,719,3168	2100	TU.1-iso.6	36
Ad5	27579	30876	8dcd25d9-6a5c-4012-8d35-b6b485f35bef	60	+	27579	30876	255,0,0	3	360,1606,138	0,719,3159	2104	TU.1-iso.6	36
Ad5	27579	30876	dde26f8b-2d87-410a-8826-49fd4cff8cfc	60	+	27579	30876	255,0,0	3	360,1589,138	0,719,3159	2087	TU.1-iso.6	36
Ad5	27579	30876	51f4a743-9d9f-4f10-afff-5b95565ef3d1	60	+	27579	30876	255,0,0	3	360,1596,129	0,719,3168	2085	TU.1-iso.6	36
Ad5	27579	30876	4c460d4d-a197-423f-9e40-dabcc0324959	60	+	27579	30876	255,0,0	3	360,1611,138	0,719,3159	2109	TU.1-iso.6	36
Ad5	27579	30876	df0dc465-4940-4fd2-9134-aad972f25c3f	60	+	27579	30876	255,0,0	3	360,1589,138	0,719,3159	2087	TU.1-iso.6	36
Ad5	27579	30876	7b3f6608-0fc7-4595-921f-d30a0924301a	60	+	27579	30876	255,0,0	3	360,1606,138	0,719,3159	2104	TU.1-iso.6	36
Ad5	27579	30876	97667d41-a6e0-4bb9-a569-d593055d13d1	60	+	27579	30876	255,0,0	3	360,1600,129	0,719,3168	2089	TU.1-iso.6	36
Ad5	27579	30876	ca2193e3-3adc-4bf3-87d3-e26357548ab5	60	+	27579	30876	255,0,0	3	360,1606,138	0,719,3159	2104	TU.1-iso.6	36
Ad5	27579	30876	db2bd3cd-5c67-40ea-bdbd-14a14d3337a5	60	+	27579	30876	255,0,0	3	360,1596,129	0,719,3168	2085	TU.1-iso.6	36
Ad5	27579	30876	9e3867eb-fa2f-4ab6-b0a8-b2e3ebac40b4	60	+	27579	30876	255,0,0	3	360,1634,129	0,719,3168	2123	TU.1-iso.6	36
Ad5	27579	30876	d7688ff5-f540-4851-879f-7ca65f38d703	60	+	27579	30876	255,0,0	3	360,1589,138	0,719,3159	2087	TU.1-iso.6	36
Ad5	27579	30876	5390f758-82b3-4874-ac52-89fdab079c4f	60	+	27579	30876	255,0,0	3	360,1627,129	0,719,3168	2116	TU.1-iso.6	36
Ad5	27579	30876	a830eb5a-8b0a-410b-be08-95648d921a34	60	+	27579	30876	255,0,0	3	360,1611,114	0,719,3183	2085	TU.1-iso.6	36
Ad5	27579	30876	9377c2cb-9285-4295-927b-28e08c9ea4e3	60	+	27579	30876	255,0,0	3	360,1611,129	0,719,3168	2100	TU.1-iso.6	36
Ad5	27579	30876	0b0e78dd-4847-4790-8eec-2131668baaee	60	+	27579	30876	255,0,0	3	360,1600,138	0,719,3159	2098	TU.1-iso.6	36
Ad5	27579	30876	a7de698c-e743-4a10-9702-72e98578e46d	60	+	27579	30876	255,0,0	3	360,1625,138	0,719,3159	2123	TU.1-iso.6	36
Ad5	27579	30876	2fb96a6b-35bd-428b-874e-538033d50905	60	+	27579	30876	255,0,0	3	360,1611,138	0,719,3159	2109	TU.1-iso.6	36
Ad5	27579	30876	bb0c9ba6-c3ce-48ec-ba60-c7dbe064de70	60	+	27579	30876	255,0,0	3	360,1600,138	0,719,3159	2098	TU.1-iso.6	36
Ad5	27579	30876	5c9f6227-8ca6-473f-9054-225c019a494d	60	+	27579	30876	255,0,0	3	360,1611,129	0,719,3168	2100	TU.1-iso.6	36
Ad5	27579	30876	3e99a085-baa7-495d-9dd8-1415cc42a9f8	60	+	27579	30876	255,0,0	3	360,1600,138	0,719,3159	2098	TU.1-iso.6	36
Ad5	27579	30876	171edb04-bd93-4e73-822c-03a2992b56da	60	+	27579	30876	255,0,0	3	360,1589,138	0,719,3159	2087	TU.1-iso.6	36
Ad5	27579	30876	d615553e-a8dc-4b76-8b28-af04f3c4bef8	60	+	27579	30876	255,0,0	3	360,1589,138	0,719,3159	2087	TU.1-iso.6	36
Ad5	27579	30876	5c8215b0-b5bb-4430-91e7-9d1b13e776c7	60	+	27579	30876	255,0,0	3	360,1611,138	0,719,3159	2109	TU.1-iso.6	36
Ad5	27579	30876	8d45ac37-2f51-45c6-8f2c-e04cb5fb2ef8	60	+	27579	30876	255,0,0	3	360,1589,138	0,719,3159	2087	TU.1-iso.6	36
Ad5	27579	30876	39fb1c7a-9ede-47bd-b4ad-0d3cc8b60325	60	+	27579	30876	255,0,0	3	360,1600,138	0,719,3159	2098	TU.1-iso.6	36
Ad5	27579	30876	7bd760e6-ca3f-4253-bc3b-dc555aeb38ec	60	+	27579	30876	255,0,0	3	360,1627,129	0,719,3168	2116	TU.1-iso.6	36
Ad5	27579	30876	d0dd917d-38ee-430d-a730-b2a90cdb60c9	60	+	27579	30876	255,0,0	3	360,1596,129	0,719,3168	2085	TU.1-iso.6	36
Ad5	27579	30876	e115f5e8-0142-43b3-8e47-a3bc6a2aacca	60	+	27579	30876	255,0,0	3	360,1611,138	0,719,3159	2109	TU.1-iso.6	36
Ad5	27579	30876	edf865f6-0200-43ea-8c2d-6a418ae81fe9	60	+	27579	30876	255,0,0	3	360,1625,138	0,719,3159	2123	TU.1-iso.6	36
Ad5	27579	30876	4d36849f-fc0b-480e-b060-ecb827b72187	60	+	27579	30876	255,0,0	3	360,1634,129	0,719,3168	2123	TU.1-iso.6	36
Ad5	27579	30876	3afbc283-5de2-4f8d-aaa0-aee1d7779a11	60	+	27579	30876	255,0,0	3	360,1611,129	0,719,3168	2100	TU.1-iso.6	36
Ad5	27579	30876	3e171380-d85d-4ca7-a696-e7f095a796c8	60	+	27579	30876	255,0,0	3	360,1611,129	0,719,3168	2100	TU.1-iso.6	36
Ad5	27579	30876	68355f05-40e1-4653-812b-d73b5d243259	60	+	27579	30876	255,0,0	3	360,1627,129	0,719,3168	2116	TU.1-iso.6	36
Ad5	27579	30876	8a47b0d4-e2cc-42bb-b714-31a877fc2138	60	+	27579	30876	255,0,0	3	360,1600,129	0,719,3168	2089	TU.1-iso.6	36
Ad5	27579	30876	8ac55dbb-e8af-4ef2-ae1f-06fbf9ef3fb8	60	+	27579	30876	255,0,0	3	360,1600,129	0,719,3168	2089	TU.1-iso.6	36
Ad5	27579	30876	8d1cfac0-c142-4b0b-b336-b398f5363a87	60	+	27579	30876	255,0,0	3	360,1637,138	0,719,3159	2135	TU.1-iso.7	3
Ad5	27579	30876	b48d6f4f-fd1f-4ab8-ad80-d5e8082f0928	60	+	27579	30876	255,0,0	3	360,1637,138	0,719,3159	2135	TU.1-iso.7	3
Ad5	27579	30876	2ca4934a-0f46-4cbb-b5e2-8c8bd10dd419	60	+	27579	30876	255,0,0	3	360,1637,138	0,719,3159	2135	TU.1-iso.7	3
Ad5	27579	30876	ecf38601-8a64-48c8-9c05-763315c28e49	60	+	27579	30876	255,0,0	3	360,1652,138	0,719,3159	2150	TU.1-iso.8	3
Ad5	27579	30876	5bb1f2a2-0018-4ed0-86aa-5d3eb9e94fe2	60	+	27579	30876	255,0,0	3	360,1652,138	0,719,3159	2150	TU.1-iso.8	3
Ad5	27579	30876	f927197b-30bd-46cf-a754-ac181e00aa34	60	+	27579	30876	255,0,0	3	360,1652,138	0,719,3159	2150	TU.1-iso.8	3
Ad5	6060	14123	7c8ffb3f-9c37-4faf-ad1e-8ce424fdffa1	60	+	6060	14123	255,0,0	3	29,72,6172	0,1050,1891	6273	TU.2-iso.1	4
Ad5	6060	14123	6836ca74-63bd-4940-9a8d-13f478a5844c	60	+	6060	14123	255,0,0	3	29,72,6172	0,1050,1891	6273	TU.2-iso.1	4
Ad5	6060	14123	db6bd205-41f4-44e6-a441-c2beb3a1458a	60	+	6060	14123	255,0,0	3	29,72,6172	0,1050,1891	6273	TU.2-iso.1	4
Ad5	6060	14123	e1892f33-1dbf-4903-b30f-03c34f345189	60	+	6060	14123	255,0,0	3	29,72,6172	0,1050,1891	6273	TU.2-iso.1	4
Ad5	6060	14123	038f1dbf-93d7-4166-8b70-5e9fe74a54eb	60	+	6060	14123	255,0,0	4	29,72,90,1806	0,1050,3583,6257	1997	TU.2-iso.2	77
Ad5	6060	14123	0c449a3b-acdb-4c4c-b828-a88a81b50e26	60	+	6060	14123	255,0,0	4	29,72,90,1806	0,1050,3583,6257	1997	TU.2-iso.2	77
Ad5	6060	14123	18123430-cc4c-4f90-98d9-370f3e87f63a	60	+	6060	14123	255,0,0	4	29,72,90,1806	0,1050,3583,6257	1997	TU.2-iso.2	77
Ad5	6060	14123	a0bc17bc-7834-4dd5-b5c1-3c4c6db3dfc2	60	+	6060	14123	255,0,0	4	29,72,90,1806	0,1050,3583,6257	1997	TU.2-iso.2	77
Ad5	6060	14123	52e09f90-b843-4750-82ba-46f5d5201018	60	+	6060	14123	255,0,0	4	29,72,90,1806	0,1050,3583,6257	1997	TU.2-iso.2	77
Ad5	6060	14123	689b8e19-ff26-4d28-98f2-38c7285c77cd	60	+	6060	14123	255,0,0	4	29,72,90,1806	0,1050,3583,6257	1997	TU.2-iso.2	77
Ad5	6060	14123	02652d60-a8bf-40cd-ad50-61661019fd17	60	+	6060	14123	255,0,0	4	29,72,90,1806	0,1050,3583,6257	1997	TU.2-iso.2	77
Ad5	6060	14123	269007b1-ba71-4282-a96d-472d8f3706ab	60	+	6060	14123	255,0,0	4	29,72,90,1806	0,1050,3583,6257	1997	TU.2-iso.2	77
Ad5	6060	14123	d70946ce-7aa7-46c0-b6e6-7799536d5e06	60	+	6060	14123	255,0,0	4	29,72,90,1806	0,1050,3583,6257	1997	TU.2-iso.2	77
Ad5	6060	14123	2cfa0462-8139-464e-a9c4-d4abd578419a	60	+	6060	14123	255,0,0	4	29,72,90,1806	0,1050,3583,6257	1997	TU.2-iso.2	77
Ad5	6060	14123	42c46029-8ac9-4d13-a7ad-de232ff9a8b6	60	+	6060	14123	255,0,0	4	29,72,90,1806	0,1050,3583,6257	1997	TU.2-iso.2	77
Ad5	6060	14123	c6b9a5de-9b27-442c-99e5-c78f8906ff73	60	+	6060	14123	255,0,0	4	29,72,90,1806	0,1050,3583,6257	1997	TU.2-iso.2	77
Ad5	6060	14123	d93e0740-b576-4851-bb5c-e3921ead51ae	60	+	6060	14123	255,0,0	4	29,72,90,1806	0,1050,3583,6257	1997	TU.2-iso.2	77
Ad5	6060	14123	c6d09370-af74-42e0-9f30-4a0632362ff6	60	+	6060	14123	255,0,0	4	29,72,90,1806	0,1050,3583,6257	1997	TU.2-iso.2	77
Ad5	6060	14123	e863c3d5-8cd6-4604-b2f0-586ad9284fb9	60	+	6060	14123	255,0,0	4	29,72,90,1806	0,1050,3583,6257	1997	TU.2-iso.2	77
Ad5	6060	14123	0258f882-8995-4dd2-be42-ed31b9c0d039	60	+	6060	14123	255,0,0	4	29,72,90,1806	0,1050,3583,6257	1997	TU.2-iso.2	77
Ad5	6060	14123	94d8b35d-d681-4d8f-85a1-fc5aecd4e03a	60	+	6060	14123	255,0,0	4	29,72,90,1806	0,1050,3583,6257	1997	TU.2-iso.2	77
Ad5	6060	14123	27ccedac-6099-412b-946e-50ba9bd5e01c	60	+	6060	14123	255,0,0	4	29,72,90,1806	0,1050,3583,6257	1997	TU.2-iso.2	77
Ad5	6060	14123	287fa6a4-5c3f-4f02-8be7-a4f9bf9423cd	60	+	6060	14123	255,0,0	4	29,72,90,1806	0,1050,3583,6257	1997	TU.2-iso.2	77
Ad5	6060	14123	2bfd08ad-61bd-4308-bca4-2ddde413c958	60	+	6060	14123	255,0,0	4	29,72,90,1806	0,1050,3583,6257	1997	TU.2-iso.2	77
Ad5	6060	14123	fa629ae2-25c2-4a6f-b314-33a1bd59a56d	60	+	6060	14123	255,0,0	4	29,72,90,1806	0,1050,3583,6257	1997	TU.2-iso.2	77
Ad5	6060	14123	81abb16a-0f5b-4979-80c9-51dc01e55cfd	60	+	6060	14123	255,0,0	4	29,72,90,1806	0,1050,3583,6257	1997	TU.2-iso.2	77
Ad5	6060	14123	b58bc745-0246-49b9-8298-46fc7780b3f4	60	+	6060	14123	255,0,0	4	29,72,90,1806	0,1050,3583,6257	1997	TU.2-iso.2	77
Ad5	6060	14123	517d04d7-ef83-454c-8df2-988e780d9a93	60	+	6060	14123	255,0,0	4	29,72,90,1806	0,1050,3583,6257	1997	TU.2-iso.2	77
Ad5	6060	14123	a2f15454-b1b6-4780-8614-b39cf165509d	60	+	6060	14123	255,0,0	4	29,72,90,1806	0,1050,3583,6257	1997	TU.2-iso.2	77
Ad5	6060	14123	d6f0db41-e830-40f8-a3b1-a0ae59ea40a9	60	+	6060	14123	255,0,0	4	29,72,90,1806	0,1050,3583,6257	1997	TU.2-iso.2	77
Ad5	6060	14123	60ac2f10-dcbe-4fc6-b381-46048ed206e7	60	+	6060	14123	255,0,0	4	29,72,90,1806	0,1050,3583,6257	1997	TU.2-iso.2	77
Ad5	6060	14123	1ab20420-ea74-4c74-8d8f-94b432633571	60	+	6060	14123	255,0,0	4	29,72,90,1806	0,1050,3583,6257	1997	TU.2-iso.2	77
Ad5	6060	14123	858f4ec1-504f-464a-9907-9be5acebdfcc	60	+	6060	14123	255,0,0	4	29,72,90,1806	0,1050,3583,6257	1997	TU.2-iso.2	77
Ad5	6060	14123	bdb23be7-639e-4d4f-94d8-9c11fdb309e5	60	+	6060	14123	255,0,0	4	29,72,90,1806	0,1050,3583,6257	1997	TU.2-iso.2	77
Ad5	6060	14123	5b3e4ff9-0cf3-48c6-97d9-fb84eb3d6b2a	60	+	6060	14123	255,0,0	4	29,72,90,1806	0,1050,3583,6257	1997	TU.2-iso.2	77
Ad5	6060	14123	7b6cf160-ec17-45a4-869c-4df2f49ab0da	60	+	6060	14123	255,0,0	4	29,72,90,1806	0,1050,3583,6257	1997	TU.2-iso.2	77
Ad5	6060	14123	7b39c4e1-cd07-430e-99a1-01107da31d3c	60	+	6060	14123	255,0,0	4	29,72,90,1806	0,1050,3583,6257	1997	TU.2-iso.2	77
Ad5	6060	14123	45754ff2-ff57-4f71-aac3-9b94e88392ec	60	+	6060	14123	255,0,0	4	29,72,90,1806	0,1050,3583,6257	1997	TU.2-iso.2	77
Ad5	6060	14123	818d0cc4-bd8e-409d-ba7a-e9026a10cbd5	60	+	6060	14123	255,0,0	4	29,72,90,1806	0,1050,3583,6257	1997	TU.2-iso.2	77
Ad5	6060	14123	d29b887e-3dda-4a8a-a86f-b14903d9c245	60	+	6060	14123	255,0,0	4	29,72,90,1806	0,1050,3583,6257	1997	TU.2-iso.2	77
Ad5	6060	14123	50e4a092-c1eb-46b1-b3f2-307ed88ffa1c	60	+	6060	14123	255,0,0	4	29,72,90,1806	0,1050,3583,6257	1997	TU.2-iso.2	77
Ad5	6060	14123	370f51c8-78e6-456c-8df8-675a50fd672d	60	+	6060	14123	255,0,0	4	29,72,90,1806	0,1050,3583,6257	1997	TU.2-iso.2	77
Ad5	6060	14123	be8e07d5-1b01-45d0-8c63-5cb893bc41dd	60	+	6060	14123	255,0,0	4	29,72,90,1806	0,1050,3583,6257	1997	TU.2-iso.2	77
Ad5	6060	14123	87e17482-737c-4197-a9d5-423e182c3591	60	+	6060	14123	255,0,0	4	29,72,90,1806	0,1050,3583,6257	1997	TU.2-iso.2	77
Ad5	6060	14123	2e9a053e-46fd-4b38-884c-15222f7a9288	60	+	6060	14123	255,0,0	4	29,72,90,1806	0,1050,3583,6257	1997	TU.2-iso.2	77
Ad5	6060	14123	6b14188d-0f6c-4ed2-a2a7-ff40e7b69a53	60	+	6060	14123	255,0,0	4	29,72,90,1806	0,1050,3583,6257	1997	TU.2-iso.2	77
Ad5	6060	14123	eeb07cd6-6f70-4fdc-ab77-c0711134dc63	60	+	6060	14123	255,0,0	4	29,72,90,1806	0,1050,3583,6257	1997	TU.2-iso.2	77
Ad5	6060	14123	26a9455c-d835-4af4-ba66-c9a0ea3d1a2f	60	+	6060	14123	255,0,0	4	29,72,90,1806	0,1050,3583,6257	1997	TU.2-iso.2	77
Ad5	6060	14123	18570249-1b39-4050-9b2e-5a9daed0fd32	60	+	6060	14123	255,0,0	4	29,72,90,1806	0,1050,3583,6257	1997	TU.2-iso.2	77
Ad5	6060	14123	143eebe8-a2bb-4960-8d33-412c466a1daa	60	+	6060	14123	255,0,0	4	29,72,90,1806	0,1050,3583,6257	1997	TU.2-iso.2	77
Ad5	6060	14123	4cd0886b-ed4d-43b9-8d6e-7a0b3637bdf5	60	+	6060	14123	255,0,0	4	29,72,90,1806	0,1050,3583,6257	1997	TU.2-iso.2	77
Ad5	6060	14123	abe34635-51c9-4e46-980e-f027039686b7	60	+	6060	14123	255,0,0	4	29,72,90,1806	0,1050,3583,6257	1997	TU.2-iso.2	77
Ad5	6060	14123	4c425832-8f81-4011-8b0a-1f9abc59ddcb	60	+	6060	14123	255,0,0	4	29,72,90,1806	0,1050,3583,6257	1997	TU.2-iso.2	77
Ad5	6060	14123	62b010a3-31c3-4237-ac6a-6c34186ad56c	60	+	6060	14123	255,0,0	4	29,72,90,1806	0,1050,3583,6257	1997	TU.2-iso.2	77
Ad5	6060	14123	4b74b6c4-26ef-4982-87b7-86e67f6379f4	60	+	6060	14123	255,0,0	4	29,72,90,1806	0,1050,3583,6257	1997	TU.2-iso.2	77
Ad5	6060	14123	808e7acc-70e8-4a1d-8146-fa8ac772674f	60	+	6060	14123	255,0,0	4	29,72,90,1806	0,1050,3583,6257	1997	TU.2-iso.2	77
Ad5	6060	14123	4ec943c4-a181-4374-8131-a9b502ea27b0	60	+	6060	14123	255,0,0	4	29,72,90,1806	0,1050,3583,6257	1997	TU.2-iso.2	77
